"","...1","country","region","Logged GDP per capita","Social support","Healthy life expectancy","Freedom to make life choices","Generosity","Perceptions of corruption","latitude","longitude","Year","Score"
"220",33,"Kosovo","Central and Eastern Europe",9.318,0.821,63.813,0.869,0.257,0.917,42.602636,20.902977,"2017",5.278999805
"221",33,"Kosovo","Central and Eastern Europe",9.318,0.821,63.813,0.869,0.257,0.917,42.602636,20.902977,"2018",5.662
"222",33,"Kosovo","Central and Eastern Europe",9.318,0.821,63.813,0.869,0.257,0.917,42.602636,20.902977,"2019",6.1
"223",33,"Kosovo","Central and Eastern Europe",9.318,0.821,63.813,0.869,0.257,0.917,42.602636,20.902977,"2020",6.363399982
"224",33,"Kosovo","Central and Eastern Europe",9.318,0.821,63.813,0.869,0.257,0.917,42.602636,20.902977,"2021",6.372
"225",34,"Slovakia","Central and Eastern Europe",10.369,0.936,69.201,0.766,-0.124,0.911,48.669026,19.699024,"2015",5.995
"226",34,"Slovakia","Central and Eastern Europe",10.369,0.936,69.201,0.766,-0.124,0.911,48.669026,19.699024,"2016",6.078
"227",34,"Slovakia","Central and Eastern Europe",10.369,0.936,69.201,0.766,-0.124,0.911,48.669026,19.699024,"2017",6.09800005
"228",34,"Slovakia","Central and Eastern Europe",10.369,0.936,69.201,0.766,-0.124,0.911,48.669026,19.699024,"2018",6.173
"229",34,"Slovakia","Central and Eastern Europe",10.369,0.936,69.201,0.766,-0.124,0.911,48.669026,19.699024,"2019",6.198
"230",34,"Slovakia","Central and Eastern Europe",10.369,0.936,69.201,0.766,-0.124,0.911,48.669026,19.699024,"2020",6.34829998
"231",34,"Slovakia","Central and Eastern Europe",10.369,0.936,69.201,0.766,-0.124,0.911,48.669026,19.699024,"2021",6.331
"232",35,"Brazil","Latin America and Caribbean",9.577,0.882,66.601,0.804,-0.071,0.756,-14.235004,-51.92528,"2015",6.983
"233",35,"Brazil","Latin America and Caribbean",9.577,0.882,66.601,0.804,-0.071,0.756,-14.235004,-51.92528,"2016",6.952
"234",35,"Brazil","Latin America and Caribbean",9.577,0.882,66.601,0.804,-0.071,0.756,-14.235004,-51.92528,"2017",6.635000229
"235",35,"Brazil","Latin America and Caribbean",9.577,0.882,66.601,0.804,-0.071,0.756,-14.235004,-51.92528,"2018",6.419
"236",35,"Brazil","Latin America and Caribbean",9.577,0.882,66.601,0.804,-0.071,0.756,-14.235004,-51.92528,"2019",6.3
"237",35,"Brazil","Latin America and Caribbean",9.577,0.882,66.601,0.804,-0.071,0.756,-14.235004,-51.92528,"2020",6.325200081
"238",35,"Brazil","Latin America and Caribbean",9.577,0.882,66.601,0.804,-0.071,0.756,-14.235004,-51.92528,"2021",6.33
"239",36,"Mexico","Latin America and Caribbean",9.859,0.831,68.597,0.862,-0.147,0.799,23.634501,-102.552784,"2015",7.187
"240",36,"Mexico","Latin America and Caribbean",9.859,0.831,68.597,0.862,-0.147,0.799,23.634501,-102.552784,"2016",6.778
"241",36,"Mexico","Latin America and Caribbean",9.859,0.831,68.597,0.862,-0.147,0.799,23.634501,-102.552784,"2017",6.578000069
"242",36,"Mexico","Latin America and Caribbean",9.859,0.831,68.597,0.862,-0.147,0.799,23.634501,-102.552784,"2018",6.488
"243",36,"Mexico","Latin America and Caribbean",9.859,0.831,68.597,0.862,-0.147,0.799,23.634501,-102.552784,"2019",6.595
"244",36,"Mexico","Latin America and Caribbean",9.859,0.831,68.597,0.862,-0.147,0.799,23.634501,-102.552784,"2020",6.304800034
"245",36,"Mexico","Latin America and Caribbean",9.859,0.831,68.597,0.862,-0.147,0.799,23.634501,-102.552784,"2021",6.317
"246",37,"Jamaica","Latin America and Caribbean",9.186,0.877,67.5,0.89,-0.137,0.884,18.109581,-77.297508,"2015",5.709
"247",37,"Jamaica","Latin America and Caribbean",9.186,0.877,67.5,0.89,-0.137,0.884,18.109581,-77.297508,"2016",5.51
"248",37,"Jamaica","Latin America and Caribbean",9.186,0.877,67.5,0.89,-0.137,0.884,18.109581,-77.297508,"2017",5.31099987
"249",37,"Jamaica","Latin America and Caribbean",9.186,0.877,67.5,0.89,-0.137,0.884,18.109581,-77.297508,"2018",5.89
"250",37,"Jamaica","Latin America and Caribbean",9.186,0.877,67.5,0.89,-0.137,0.884,18.109581,-77.297508,"2019",5.89
"251",37,"Jamaica","Latin America and Caribbean",9.186,0.877,67.5,0.89,-0.137,0.884,18.109581,-77.297508,"2020",6.280600071
"252",37,"Jamaica","Latin America and Caribbean",9.186,0.877,67.5,0.89,-0.137,0.884,18.109581,-77.297508,"2021",6.309
"253",38,"Lithuania","Central and Eastern Europe",10.499,0.935,67.906,0.773,-0.203,0.826,55.169438,23.881275,"2015",5.833
"254",38,"Lithuania","Central and Eastern Europe",10.499,0.935,67.906,0.773,-0.203,0.826,55.169438,23.881275,"2016",5.813
"255",38,"Lithuania","Central and Eastern Europe",10.499,0.935,67.906,0.773,-0.203,0.826,55.169438,23.881275,"2017",5.90199995
"256",38,"Lithuania","Central and Eastern Europe",10.499,0.935,67.906,0.773,-0.203,0.826,55.169438,23.881275,"2018",5.952
"257",38,"Lithuania","Central and Eastern Europe",10.499,0.935,67.906,0.773,-0.203,0.826,55.169438,23.881275,"2019",6.149
"258",38,"Lithuania","Central and Eastern Europe",10.499,0.935,67.906,0.773,-0.203,0.826,55.169438,23.881275,"2020",6.257599831
"259",38,"Lithuania","Central and Eastern Europe",10.499,0.935,67.906,0.773,-0.203,0.826,55.169438,23.881275,"2021",6.255
"260",39,"Cyprus","Western Europe",10.576,0.802,73.898,0.763,-0.015,0.844,35.126413,33.429859,"2015",5.689
"261",39,"Cyprus","Western Europe",10.576,0.802,73.898,0.763,-0.015,0.844,35.126413,33.429859,"2016",5.546
"262",39,"Cyprus","Western Europe",10.576,0.802,73.898,0.763,-0.015,0.844,35.126413,33.429859,"2017",5.620999813
"263",39,"Cyprus","Western Europe",10.576,0.802,73.898,0.763,-0.015,0.844,35.126413,33.429859,"2018",5.762
"264",39,"Cyprus","Western Europe",10.576,0.802,73.898,0.763,-0.015,0.844,35.126413,33.429859,"2019",6.046
"265",39,"Cyprus","Western Europe",10.576,0.802,73.898,0.763,-0.015,0.844,35.126413,33.429859,"2020",6.228499889
"266",39,"Cyprus","Western Europe",10.576,0.802,73.898,0.763,-0.015,0.844,35.126413,33.429859,"2021",6.223
"267",40,"Estonia","Central and Eastern Europe",10.481,0.941,68.8,0.909,-0.106,0.527,58.595272,25.013607,"2015",5.429
"268",40,"Estonia","Central and Eastern Europe",10.481,0.941,68.8,0.909,-0.106,0.527,58.595272,25.013607,"2016",5.517
"269",40,"Estonia","Central and Eastern Europe",10.481,0.941,68.8,0.909,-0.106,0.527,58.595272,25.013607,"2017",5.611000061
"270",40,"Estonia","Central and Eastern Europe",10.481,0.941,68.8,0.909,-0.106,0.527,58.595272,25.013607,"2018",5.739
"271",40,"Estonia","Central and Eastern Europe",10.481,0.941,68.8,0.909,-0.106,0.527,58.595272,25.013607,"2019",5.893
"272",40,"Estonia","Central and Eastern Europe",10.481,0.941,68.8,0.909,-0.106,0.527,58.595272,25.013607,"2020",6.227300167
"273",40,"Estonia","Central and Eastern Europe",10.481,0.941,68.8,0.909,-0.106,0.527,58.595272,25.013607,"2021",6.189
"274",41,"Panama","Latin America and Caribbean",10.35,0.896,69.652,0.872,-0.166,0.856,8.537981,-80.782127,"2015",6.786
"275",41,"Panama","Latin America and Caribbean",10.35,0.896,69.652,0.872,-0.166,0.856,8.537981,-80.782127,"2016",6.701
"276",41,"Panama","Latin America and Caribbean",10.35,0.896,69.652,0.872,-0.166,0.856,8.537981,-80.782127,"2017",6.452000141
"277",41,"Panama","Latin America and Caribbean",10.35,0.896,69.652,0.872,-0.166,0.856,8.537981,-80.782127,"2018",6.43
"278",41,"Panama","Latin America and Caribbean",10.35,0.896,69.652,0.872,-0.166,0.856,8.537981,-80.782127,"2019",6.321
"279",41,"Panama","Latin America and Caribbean",10.35,0.896,69.652,0.872,-0.166,0.856,8.537981,-80.782127,"2020",6.215499878
"280",41,"Panama","Latin America and Caribbean",10.35,0.896,69.652,0.872,-0.166,0.856,8.537981,-80.782127,"2021",6.18
"281",42,"Uzbekistan","Commonwealth of Independent States",8.836,0.918,65.255,0.97,0.311,0.515,41.377491,64.585262,"2015",6.003
"282",42,"Uzbekistan","Commonwealth of Independent States",8.836,0.918,65.255,0.97,0.311,0.515,41.377491,64.585262,"2016",5.987
"283",42,"Uzbekistan","Commonwealth of Independent States",8.836,0.918,65.255,0.97,0.311,0.515,41.377491,64.585262,"2017",5.971000195
"284",42,"Uzbekistan","Commonwealth of Independent States",8.836,0.918,65.255,0.97,0.311,0.515,41.377491,64.585262,"2018",6.096
"285",42,"Uzbekistan","Commonwealth of Independent States",8.836,0.918,65.255,0.97,0.311,0.515,41.377491,64.585262,"2019",6.174
"286",42,"Uzbekistan","Commonwealth of Independent States",8.836,0.918,65.255,0.97,0.311,0.515,41.377491,64.585262,"2020",6.191899776
"287",42,"Uzbekistan","Commonwealth of Independent States",8.836,0.918,65.255,0.97,0.311,0.515,41.377491,64.585262,"2021",6.179
"288",43,"Chile","Latin America and Caribbean",10.071,0.882,70,0.742,-0.044,0.83,-35.675147,-71.542969,"2015",6.67
"289",43,"Chile","Latin America and Caribbean",10.071,0.882,70,0.742,-0.044,0.83,-35.675147,-71.542969,"2016",6.705
"290",43,"Chile","Latin America and Caribbean",10.071,0.882,70,0.742,-0.044,0.83,-35.675147,-71.542969,"2017",6.65199995
"291",43,"Chile","Latin America and Caribbean",10.071,0.882,70,0.742,-0.044,0.83,-35.675147,-71.542969,"2018",6.476
"292",43,"Chile","Latin America and Caribbean",10.071,0.882,70,0.742,-0.044,0.83,-35.675147,-71.542969,"2019",6.444
"293",43,"Chile","Latin America and Caribbean",10.071,0.882,70,0.742,-0.044,0.83,-35.675147,-71.542969,"2020",6.186299801
"294",43,"Chile","Latin America and Caribbean",10.071,0.882,70,0.742,-0.044,0.83,-35.675147,-71.542969,"2021",6.172
"295",44,"Poland","Central and Eastern Europe",10.382,0.898,69.702,0.841,-0.165,0.735,51.919438,19.145136,"2015",5.791
"296",44,"Poland","Central and Eastern Europe",10.382,0.898,69.702,0.841,-0.165,0.735,51.919438,19.145136,"2016",5.835
"297",44,"Poland","Central and Eastern Europe",10.382,0.898,69.702,0.841,-0.165,0.735,51.919438,19.145136,"2017",5.97300005
"298",44,"Poland","Central and Eastern Europe",10.382,0.898,69.702,0.841,-0.165,0.735,51.919438,19.145136,"2018",6.123
"299",44,"Poland","Central and Eastern Europe",10.382,0.898,69.702,0.841,-0.165,0.735,51.919438,19.145136,"2019",6.182
"300",44,"Poland","Central and Eastern Europe",10.382,0.898,69.702,0.841,-0.165,0.735,51.919438,19.145136,"2020",6.163400173
"301",44,"Poland","Central and Eastern Europe",10.382,0.898,69.702,0.841,-0.165,0.735,51.919438,19.145136,"2021",6.166
"302",45,"Kazakhstan","Commonwealth of Independent States",10.155,0.952,65.2,0.853,-0.069,0.733,48.019573,66.923684,"2015",5.855
"303",45,"Kazakhstan","Commonwealth of Independent States",10.155,0.952,65.2,0.853,-0.069,0.733,48.019573,66.923684,"2016",5.919
"304",45,"Kazakhstan","Commonwealth of Independent States",10.155,0.952,65.2,0.853,-0.069,0.733,48.019573,66.923684,"2017",5.818999767
"305",45,"Kazakhstan","Commonwealth of Independent States",10.155,0.952,65.2,0.853,-0.069,0.733,48.019573,66.923684,"2018",5.79
"306",45,"Kazakhstan","Commonwealth of Independent States",10.155,0.952,65.2,0.853,-0.069,0.733,48.019573,66.923684,"2019",5.809
"307",45,"Kazakhstan","Commonwealth of Independent States",10.155,0.952,65.2,0.853,-0.069,0.733,48.019573,66.923684,"2020",6.15899992
"308",45,"Kazakhstan","Commonwealth of Independent States",10.155,0.952,65.2,0.853,-0.069,0.733,48.019573,66.923684,"2021",6.152
"309",46,"Romania","Central and Eastern Europe",10.284,0.832,67.355,0.845,-0.219,0.938,45.943161,24.96676,"2015",5.124
"310",46,"Romania","Central and Eastern Europe",10.284,0.832,67.355,0.845,-0.219,0.938,45.943161,24.96676,"2016",5.528
"311",46,"Romania","Central and Eastern Europe",10.284,0.832,67.355,0.845,-0.219,0.938,45.943161,24.96676,"2017",5.824999809
"312",46,"Romania","Central and Eastern Europe",10.284,0.832,67.355,0.845,-0.219,0.938,45.943161,24.96676,"2018",5.945
"313",46,"Romania","Central and Eastern Europe",10.284,0.832,67.355,0.845,-0.219,0.938,45.943161,24.96676,"2019",6.07
"314",46,"Romania","Central and Eastern Europe",10.284,0.832,67.355,0.845,-0.219,0.938,45.943161,24.96676,"2020",6.13710022
"315",46,"Romania","Central and Eastern Europe",10.284,0.832,67.355,0.845,-0.219,0.938,45.943161,24.96676,"2021",6.14
"316",47,"Kuwait","Middle East and North Africa",10.817,0.843,66.9,0.867,-0.104,0.736,29.31166,47.481766,"2015",6.295
"317",47,"Kuwait","Middle East and North Africa",10.817,0.843,66.9,0.867,-0.104,0.736,29.31166,47.481766,"2016",6.239
"318",47,"Kuwait","Middle East and North Africa",10.817,0.843,66.9,0.867,-0.104,0.736,29.31166,47.481766,"2017",6.105000019
"319",47,"Kuwait","Middle East and North Africa",10.817,0.843,66.9,0.867,-0.104,0.736,29.31166,47.481766,"2018",6.083
"320",47,"Kuwait","Middle East and North Africa",10.817,0.843,66.9,0.867,-0.104,0.736,29.31166,47.481766,"2019",6.021
"321",47,"Kuwait","Middle East and North Africa",10.817,0.843,66.9,0.867,-0.104,0.736,29.31166,47.481766,"2020",6.123700142
"322",47,"Kuwait","Middle East and North Africa",10.817,0.843,66.9,0.867,-0.104,0.736,29.31166,47.481766,"2021",6.106
"323",48,"Serbia","Central and Eastern Europe",9.787,0.873,68.6,0.778,0.002,0.835,44.016521,21.005859,"2015",5.123
"324",48,"Serbia","Central and Eastern Europe",9.787,0.873,68.6,0.778,0.002,0.835,44.016521,21.005859,"2016",5.177
"325",48,"Serbia","Central and Eastern Europe",9.787,0.873,68.6,0.778,0.002,0.835,44.016521,21.005859,"2017",5.394999981
"326",48,"Serbia","Central and Eastern Europe",9.787,0.873,68.6,0.778,0.002,0.835,44.016521,21.005859,"2018",5.398
"327",48,"Serbia","Central and Eastern Europe",9.787,0.873,68.6,0.778,0.002,0.835,44.016521,21.005859,"2019",5.603
"328",48,"Serbia","Central and Eastern Europe",9.787,0.873,68.6,0.778,0.002,0.835,44.016521,21.005859,"2020",6.102099895
"329",48,"Serbia","Central and Eastern Europe",9.787,0.873,68.6,0.778,0.002,0.835,44.016521,21.005859,"2021",6.078
"330",49,"El Salvador","Latin America and Caribbean",9.054,0.762,66.402,0.888,-0.11,0.688,13.794185,-88.89653,"2015",6.13
"331",49,"El Salvador","Latin America and Caribbean",9.054,0.762,66.402,0.888,-0.11,0.688,13.794185,-88.89653,"2016",6.068
"332",49,"El Salvador","Latin America and Caribbean",9.054,0.762,66.402,0.888,-0.11,0.688,13.794185,-88.89653,"2017",6.002999783
"333",49,"El Salvador","Latin America and Caribbean",9.054,0.762,66.402,0.888,-0.11,0.688,13.794185,-88.89653,"2018",6.167
"334",49,"El Salvador","Latin America and Caribbean",9.054,0.762,66.402,0.888,-0.11,0.688,13.794185,-88.89653,"2019",6.253
"335",49,"El Salvador","Latin America and Caribbean",9.054,0.762,66.402,0.888,-0.11,0.688,13.794185,-88.89653,"2020",6.101299763
"336",49,"El Salvador","Latin America and Caribbean",9.054,0.762,66.402,0.888,-0.11,0.688,13.794185,-88.89653,"2021",6.061
"337",50,"Mauritius","Sub-Saharan Africa",10.008,0.905,66.701,0.867,-0.054,0.789,-20.348404,57.552152,"2015",5.477
"338",50,"Mauritius","Sub-Saharan Africa",10.008,0.905,66.701,0.867,-0.054,0.789,-20.348404,57.552152,"2016",5.648
"339",50,"Mauritius","Sub-Saharan Africa",10.008,0.905,66.701,0.867,-0.054,0.789,-20.348404,57.552152,"2017",5.629000187
"340",50,"Mauritius","Sub-Saharan Africa",10.008,0.905,66.701,0.867,-0.054,0.789,-20.348404,57.552152,"2018",5.891
"341",50,"Mauritius","Sub-Saharan Africa",10.008,0.905,66.701,0.867,-0.054,0.789,-20.348404,57.552152,"2019",5.888
"342",50,"Mauritius","Sub-Saharan Africa",10.008,0.905,66.701,0.867,-0.054,0.789,-20.348404,57.552152,"2020",6.057899952
"343",50,"Mauritius","Sub-Saharan Africa",10.008,0.905,66.701,0.867,-0.054,0.789,-20.348404,57.552152,"2021",6.049
"344",51,"Latvia","Central and Eastern Europe",10.315,0.927,67.1,0.715,-0.162,0.8,56.879635,24.603189,"2015",5.098
"345",51,"Latvia","Central and Eastern Europe",10.315,0.927,67.1,0.715,-0.162,0.8,56.879635,24.603189,"2016",5.56
"346",51,"Latvia","Central and Eastern Europe",10.315,0.927,67.1,0.715,-0.162,0.8,56.879635,24.603189,"2017",5.849999905
"347",51,"Latvia","Central and Eastern Europe",10.315,0.927,67.1,0.715,-0.162,0.8,56.879635,24.603189,"2018",5.933
"348",51,"Latvia","Central and Eastern Europe",10.315,0.927,67.1,0.715,-0.162,0.8,56.879635,24.603189,"2019",5.94
"349",51,"Latvia","Central and Eastern Europe",10.315,0.927,67.1,0.715,-0.162,0.8,56.879635,24.603189,"2020",6.021800041
"350",51,"Latvia","Central and Eastern Europe",10.315,0.927,67.1,0.715,-0.162,0.8,56.879635,24.603189,"2021",6.032
"351",52,"Colombia","Latin America and Caribbean",9.557,0.847,68.001,0.837,-0.135,0.841,4.570868,-74.297333,"2015",6.477
"352",52,"Colombia","Latin America and Caribbean",9.557,0.847,68.001,0.837,-0.135,0.841,4.570868,-74.297333,"2016",6.481
"353",52,"Colombia","Latin America and Caribbean",9.557,0.847,68.001,0.837,-0.135,0.841,4.570868,-74.297333,"2017",6.356999874
"354",52,"Colombia","Latin America and Caribbean",9.557,0.847,68.001,0.837,-0.135,0.841,4.570868,-74.297333,"2018",6.26
"355",52,"Colombia","Latin America and Caribbean",9.557,0.847,68.001,0.837,-0.135,0.841,4.570868,-74.297333,"2019",6.125
"356",52,"Colombia","Latin America and Caribbean",9.557,0.847,68.001,0.837,-0.135,0.841,4.570868,-74.297333,"2020",6.006000042
"357",52,"Colombia","Latin America and Caribbean",9.557,0.847,68.001,0.837,-0.135,0.841,4.570868,-74.297333,"2021",6.012
"358",53,"Hungary","Central and Eastern Europe",10.358,0.943,68,0.755,-0.186,0.876,47.162494,19.503304,"2015",4.8
"359",53,"Hungary","Central and Eastern Europe",10.358,0.943,68,0.755,-0.186,0.876,47.162494,19.503304,"2016",5.145
"360",53,"Hungary","Central and Eastern Europe",10.358,0.943,68,0.755,-0.186,0.876,47.162494,19.503304,"2017",5.323999882
"361",53,"Hungary","Central and Eastern Europe",10.358,0.943,68,0.755,-0.186,0.876,47.162494,19.503304,"2018",5.62
"362",53,"Hungary","Central and Eastern Europe",10.358,0.943,68,0.755,-0.186,0.876,47.162494,19.503304,"2019",5.758
"363",53,"Hungary","Central and Eastern Europe",10.358,0.943,68,0.755,-0.186,0.876,47.162494,19.503304,"2020",6.000400066
"364",53,"Hungary","Central and Eastern Europe",10.358,0.943,68,0.755,-0.186,0.876,47.162494,19.503304,"2021",5.992
"365",54,"Thailand","Southeast Asia",9.805,0.888,67.401,0.884,0.287,0.895,15.870032,100.992541,"2015",6.455
"366",54,"Thailand","Southeast Asia",9.805,0.888,67.401,0.884,0.287,0.895,15.870032,100.992541,"2016",6.474
"367",54,"Thailand","Southeast Asia",9.805,0.888,67.401,0.884,0.287,0.895,15.870032,100.992541,"2017",6.423999786
"368",54,"Thailand","Southeast Asia",9.805,0.888,67.401,0.884,0.287,0.895,15.870032,100.992541,"2018",6.072
"369",54,"Thailand","Southeast Asia",9.805,0.888,67.401,0.884,0.287,0.895,15.870032,100.992541,"2019",6.008
"370",54,"Thailand","Southeast Asia",9.805,0.888,67.401,0.884,0.287,0.895,15.870032,100.992541,"2020",5.998799801
"371",54,"Thailand","Southeast Asia",9.805,0.888,67.401,0.884,0.287,0.895,15.870032,100.992541,"2021",5.985
"372",55,"Nicaragua","Latin America and Caribbean",8.62,0.864,67.657,0.836,0.02,0.664,12.865416,-85.207229,"2015",5.828
"373",55,"Nicaragua","Latin America and Caribbean",8.62,0.864,67.657,0.836,0.02,0.664,12.865416,-85.207229,"2016",5.992
"374",55,"Nicaragua","Latin America and Caribbean",8.62,0.864,67.657,0.836,0.02,0.664,12.865416,-85.207229,"2017",6.071000099
"375",55,"Nicaragua","Latin America and Caribbean",8.62,0.864,67.657,0.836,0.02,0.664,12.865416,-85.207229,"2018",6.141
"376",55,"Nicaragua","Latin America and Caribbean",8.62,0.864,67.657,0.836,0.02,0.664,12.865416,-85.207229,"2019",6.105
"377",55,"Nicaragua","Latin America and Caribbean",8.62,0.864,67.657,0.836,0.02,0.664,12.865416,-85.207229,"2020",5.974699974
"378",55,"Nicaragua","Latin America and Caribbean",8.62,0.864,67.657,0.836,0.02,0.664,12.865416,-85.207229,"2021",5.972
"379",56,"Japan","East Asia",10.611,0.884,75.1,0.796,-0.258,0.638,36.204824,138.252924,"2015",5.987
"380",56,"Japan","East Asia",10.611,0.884,75.1,0.796,-0.258,0.638,36.204824,138.252924,"2016",5.921
"381",56,"Japan","East Asia",10.611,0.884,75.1,0.796,-0.258,0.638,36.204824,138.252924,"2017",5.920000076
"382",56,"Japan","East Asia",10.611,0.884,75.1,0.796,-0.258,0.638,36.204824,138.252924,"2018",5.915
"383",56,"Japan","East Asia",10.611,0.884,75.1,0.796,-0.258,0.638,36.204824,138.252924,"2019",5.886
"384",56,"Japan","East Asia",10.611,0.884,75.1,0.796,-0.258,0.638,36.204824,138.252924,"2020",5.953199863
"385",56,"Japan","East Asia",10.611,0.884,75.1,0.796,-0.258,0.638,36.204824,138.252924,"2021",5.94
"386",57,"Argentina","Latin America and Caribbean",9.962,0.898,69,0.828,-0.182,0.834,-38.416097,-63.616672,"2015",6.574
"387",57,"Argentina","Latin America and Caribbean",9.962,0.898,69,0.828,-0.182,0.834,-38.416097,-63.616672,"2016",6.65
"388",57,"Argentina","Latin America and Caribbean",9.962,0.898,69,0.828,-0.182,0.834,-38.416097,-63.616672,"2017",6.598999977
"389",57,"Argentina","Latin America and Caribbean",9.962,0.898,69,0.828,-0.182,0.834,-38.416097,-63.616672,"2018",6.388
"390",57,"Argentina","Latin America and Caribbean",9.962,0.898,69,0.828,-0.182,0.834,-38.416097,-63.616672,"2019",6.086
"391",57,"Argentina","Latin America and Caribbean",9.962,0.898,69,0.828,-0.182,0.834,-38.416097,-63.616672,"2020",5.949999809
"392",57,"Argentina","Latin America and Caribbean",9.962,0.898,69,0.828,-0.182,0.834,-38.416097,-63.616672,"2021",5.929
"393",58,"Portugal","Western Europe",10.421,0.879,72.6,0.892,-0.244,0.887,39.399872,-8.224454,"2015",5.102
"394",58,"Portugal","Western Europe",10.421,0.879,72.6,0.892,-0.244,0.887,39.399872,-8.224454,"2016",5.123
"395",58,"Portugal","Western Europe",10.421,0.879,72.6,0.892,-0.244,0.887,39.399872,-8.224454,"2017",5.195000172
"396",58,"Portugal","Western Europe",10.421,0.879,72.6,0.892,-0.244,0.887,39.399872,-8.224454,"2018",5.41
"397",58,"Portugal","Western Europe",10.421,0.879,72.6,0.892,-0.244,0.887,39.399872,-8.224454,"2019",5.693
"398",58,"Portugal","Western Europe",10.421,0.879,72.6,0.892,-0.244,0.887,39.399872,-8.224454,"2020",5.925199986
"399",58,"Portugal","Western Europe",10.421,0.879,72.6,0.892,-0.244,0.887,39.399872,-8.224454,"2021",5.929
"400",59,"Honduras","Latin America and Caribbean",8.648,0.812,67.3,0.857,0.081,0.809,15.199999,-86.241905,"2015",4.788
"401",59,"Honduras","Latin America and Caribbean",8.648,0.812,67.3,0.857,0.081,0.809,15.199999,-86.241905,"2016",4.871
"402",59,"Honduras","Latin America and Caribbean",8.648,0.812,67.3,0.857,0.081,0.809,15.199999,-86.241905,"2017",5.181000233
"403",59,"Honduras","Latin America and Caribbean",8.648,0.812,67.3,0.857,0.081,0.809,15.199999,-86.241905,"2018",5.504
"404",59,"Honduras","Latin America and Caribbean",8.648,0.812,67.3,0.857,0.081,0.809,15.199999,-86.241905,"2019",5.86
"405",59,"Honduras","Latin America and Caribbean",8.648,0.812,67.3,0.857,0.081,0.809,15.199999,-86.241905,"2020",5.910900116
"406",59,"Honduras","Latin America and Caribbean",8.648,0.812,67.3,0.857,0.081,0.809,15.199999,-86.241905,"2021",5.919
"407",60,"Croatia","Central and Eastern Europe",10.217,0.924,70.799,0.754,-0.118,0.939,45.1,15.2,"2015",5.759
"408",60,"Croatia","Central and Eastern Europe",10.217,0.924,70.799,0.754,-0.118,0.939,45.1,15.2,"2016",5.488
"409",60,"Croatia","Central and Eastern Europe",10.217,0.924,70.799,0.754,-0.118,0.939,45.1,15.2,"2017",5.293000221
"410",60,"Croatia","Central and Eastern Europe",10.217,0.924,70.799,0.754,-0.118,0.939,45.1,15.2,"2018",5.321
"411",60,"Croatia","Central and Eastern Europe",10.217,0.924,70.799,0.754,-0.118,0.939,45.1,15.2,"2019",5.432
"412",60,"Croatia","Central and Eastern Europe",10.217,0.924,70.799,0.754,-0.118,0.939,45.1,15.2,"2020",5.889800072
"413",60,"Croatia","Central and Eastern Europe",10.217,0.924,70.799,0.754,-0.118,0.939,45.1,15.2,"2021",5.882
"414",61,"Philippines","Southeast Asia",9.076,0.83,62,0.917,-0.097,0.742,12.879721,121.774017,"2015",5.073
"415",61,"Philippines","Southeast Asia",9.076,0.83,62,0.917,-0.097,0.742,12.879721,121.774017,"2016",5.279
"416",61,"Philippines","Southeast Asia",9.076,0.83,62,0.917,-0.097,0.742,12.879721,121.774017,"2017",5.429999828
"417",61,"Philippines","Southeast Asia",9.076,0.83,62,0.917,-0.097,0.742,12.879721,121.774017,"2018",5.524
"418",61,"Philippines","Southeast Asia",9.076,0.83,62,0.917,-0.097,0.742,12.879721,121.774017,"2019",5.631
"419",61,"Philippines","Southeast Asia",9.076,0.83,62,0.917,-0.097,0.742,12.879721,121.774017,"2020",5.872399807
"420",61,"Philippines","Southeast Asia",9.076,0.83,62,0.917,-0.097,0.742,12.879721,121.774017,"2021",5.88
"421",62,"South Korea","East Asia",10.651,0.799,73.9,0.672,-0.083,0.727,35.907757,127.766922,"2015",5.984
"422",62,"South Korea","East Asia",10.651,0.799,73.9,0.672,-0.083,0.727,35.907757,127.766922,"2016",5.835
"423",62,"South Korea","East Asia",10.651,0.799,73.9,0.672,-0.083,0.727,35.907757,127.766922,"2017",5.837999821
"424",62,"South Korea","East Asia",10.651,0.799,73.9,0.672,-0.083,0.727,35.907757,127.766922,"2018",5.875
"425",62,"South Korea","East Asia",10.651,0.799,73.9,0.672,-0.083,0.727,35.907757,127.766922,"2019",5.895
"426",62,"South Korea","East Asia",10.651,0.799,73.9,0.672,-0.083,0.727,35.907757,127.766922,"2020",5.870800018
"427",62,"South Korea","East Asia",10.651,0.799,73.9,0.672,-0.083,0.727,35.907757,127.766922,"2021",5.845
"428",63,"Peru","Latin America and Caribbean",9.458,0.832,68.25,0.822,-0.154,0.891,-9.189967,-75.015152,"2015",5.824
"429",63,"Peru","Latin America and Caribbean",9.458,0.832,68.25,0.822,-0.154,0.891,-9.189967,-75.015152,"2016",5.743
"430",63,"Peru","Latin America and Caribbean",9.458,0.832,68.25,0.822,-0.154,0.891,-9.189967,-75.015152,"2017",5.715000153
"431",63,"Peru","Latin America and Caribbean",9.458,0.832,68.25,0.822,-0.154,0.891,-9.189967,-75.015152,"2018",5.663
"432",63,"Peru","Latin America and Caribbean",9.458,0.832,68.25,0.822,-0.154,0.891,-9.189967,-75.015152,"2019",5.697
